Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var2,Var3,Gender,Surge_Pricing_Type
T0005741843,35.92,3,2.0,3.18484,1,5,3.45375,1,53,83,0,3
T0005741844,30.9,1,4.0,2.82136,0,0,4.03625,1,55,74,1,2
T0005741845,61.73,3,9.0,3.04076,1,0,2.46,0,50,66,0,3
T0005741848,35.42,0,3.0,3.13013,1,0,2.49625,1,55,78,1,1
T0005741850,23.58,2,10.0,2.71533,0,0,2.7325,0,55,83,1,2
T0005741851,24.28,1,2.0,2.73949,0,0,3.54125,1,47,66,1,1
T0005741852,61.73,1,9.0,2.79805,1,0,1.1524999999999999,0,52,83,0,2
T0005741854,24.0,1,10.0,2.85325,0,0,1.7775,0,48,72,0,2
T0005741855,23.58,2,5.0,2.38698,2,2,1.1524999999999999,0,47,66,1,2
T0005741856,31.28,1,10.0,2.8483,2,0,3.10125,0,55,71,0,1
T0005741857,23.58,1,2.0,2.350658749999999,1,0,1.35375,2,47,73,1,2
T0005741858,61.73,0,10.0,3.1567,2,1,2.87375,0,55,83,0,1
T0005741859,27.88,1,6.0,2.83646,2,3,2.2975,0,47,71,0,2
T0005741860,23.59,1,5.0,2.92934,2,0,2.63625,1,55,72,0,2
T0005741861,23.58,1,10.0,2.64279,0,9,2.70125,0,47,69,1,2
T0005741863,23.58,3,6.0,2.48403,1,3,1.6,1,47,76,1,1
T0005741867,36.52,0,4.0,2.98287,0,0,3.37375,1,47,82,0,3
T0005741869,24.21,1,5.0,2.84845,2,0,3.5725,1,55,83,0,2
T0005741870,23.58,3,5.0,2.51202,0,7,3.02375,2,47,77,1,3
T0005741871,23.58,2,5.0,2.78349,2,3,3.0825,0,51,67,1,2
T0005741873,28.07,2,9.0,2.67137,0,1,2.66375,2,53,73,1,3
T0005741874,61.73,1,10.0,3.2501087500000008,1,1,4.11625,0,47,66,1,2
T0005741875,61.73,3,10.0,3.2501087500000008,1,3,2.7125,0,52,75,1,3
T0005741876,32.86,2,10.0,2.49031,2,0,3.64,2,49,74,1,2
T0005741877,61.73,3,3.0,3.13202,1,0,2.35,1,48,68,0,3
T0005741879,23.58,0,10.0,2.58479,0,0,1.88625,0,47,66,1,1
T0005741881,47.26,3,10.0,2.92779,0,0,2.745,1,54,71,1,2
T0005741882,38.82,1,2.0,2.79689,0,2,1.4675,1,55,83,1,2
T0005741883,48.62,1,9.0,2.82524,1,0,1.6725,0,50,70,0,2
T0005741884,23.58,1,5.0,2.50911,0,1,1.9275,2,51,77,0,2
T0005741885,42.07,1,10.0,2.6948,1,1,1.5675,2,51,75,1,2
T0005741886,23.58,1,10.0,2.98565,0,0,4.49875,1,55,83,0,2
T0005741887,57.83,1,3.0,2.77182,1,0,2.2125,0,53,69,1,3
T0005741888,60.82,1,2.0,2.79805,1,0,3.745,0,50,74,0,2
T0005741889,43.64,3,10.0,3.18576,0,0,3.61375,1,55,78,0,2
T0005741890,60.82,1,10.0,3.09398,2,0,4.11375,0,54,83,1,2
T0005741891,52.67,1,10.0,2.95762,0,1,4.02125,0,51,66,1,1
T0005741892,32.4,0,2.0,2.76098,0,4,3.72875,1,55,83,1,3
T0005741893,39.64,1,7.0,2.71279,1,1,3.14875,1,55,83,1,2
T0005741894,23.58,1,6.0,2.50782,1,1,1.48375,2,55,75,1,1
T0005741897,23.58,1,9.0,2.8995,0,2,4.20375,0,49,69,0,2
T0005741898,61.73,1,10.0,2.99335,2,0,3.54875,1,50,72,1,2
T0005741899,61.73,1,6.0,2.93161,1,0,2.84625,1,55,83,1,2
T0005741900,61.73,1,2.0,3.17322,2,0,3.635,0,49,70,0,2
T0005741901,61.73,1,2.0,2.79888,2,1,2.52125,1,47,75,1,1
T0005741902,47.57,1,10.0,2.82121,1,0,2.065,1,55,78,1,2
T0005741905,23.58,0,6.0,2.79805,1,3,4.295,1,48,70,0,1
T0005741906,39.92,1,10.0,2.79805,1,0,3.42375,1,49,66,1,2
T0005741908,23.58,0,2.0,2.70751,0,0,1.9525,0,55,81,1,1
T0005741909,61.73,1,2.0,2.79805,1,0,2.32625,0,50,76,1,2
T0005741910,27.41,1,6.0,2.350658749999999,1,1,1.1524999999999999,1,49,66,0,3
T0005741913,61.73,3,9.0,2.79805,1,0,1.3475,1,51,70,1,3
T0005741914,23.58,4,10.0,2.80622,0,0,4.29375,2,54,66,0,1
T0005741917,61.73,1,2.0,2.79805,1,0,2.9325,0,48,67,0,2
T0005741921,29.74,1,7.0,2.80542,1,4,4.345,1,53,67,1,2
T0005741927,39.98,1,3.0,2.85146,0,1,3.27125,0,53,69,1,2
T0005741929,48.85,1,4.0,2.74792,1,0,2.9875,1,52,67,1,3
T0005741930,23.58,1,6.0,2.74275,1,0,3.90375,1,47,66,0,3
T0005741931,61.73,3,2.0,3.2185,2,1,3.73125,1,50,81,1,3
T0005741933,61.66,2,10.0,2.77739,1,5,3.4375,2,47,66,1,2
T0005741934,61.73,0,8.0,3.00653,1,0,3.5175,1,55,83,1,1
T0005741935,38.27,2,10.0,2.94191,1,0,3.065,2,55,78,1,2
T0005741936,61.73,2,10.0,3.19229,2,1,3.04625,1,55,83,1,3
T0005741937,29.99,0,2.0,2.350658749999999,0,3,1.905,0,48,68,0,1
T0005741938,31.47,2,2.0,2.89784,2,8,3.84125,0,47,66,1,2
T0005741939,61.73,3,4.0,2.83546,1,0,1.1524999999999999,1,55,83,1,3
T0005741941,25.04,1,10.0,2.81916,0,1,4.35875,2,47,79,1,1
T0005741942,23.58,1,7.0,2.53959,0,1,2.78375,0,49,66,1,3
T0005741943,61.73,1,7.0,2.92709,2,0,3.42875,2,52,66,1,3
T0005741944,23.58,1,3.0,2.67717,2,2,3.0875,0,48,67,1,1
T0005741945,24.88,1,2.0,2.41802,0,0,2.455,0,52,83,0,2
T0005741949,23.58,4,2.0,2.79805,1,10,2.5075,1,52,67,0,3
T0005741950,42.23,1,9.0,2.87158,0,2,2.58375,0,48,66,0,2
T0005741953,60.12,1,2.0,2.71007,1,0,1.85,0,55,83,1,3
T0005741954,61.73,1,2.0,2.73251,2,2,3.545,1,47,72,1,3
T0005741956,53.97,1,2.0,2.846,0,1,3.21875,0,49,69,1,2
T0005741957,23.58,2,4.0,2.77644,0,1,2.86625,2,52,83,1,3
T0005741959,23.58,1,2.0,2.79805,1,0,2.52375,0,49,83,1,1
T0005741960,32.9,1,7.0,2.68708,0,1,2.7775,1,50,66,1,2
T0005741961,23.58,2,10.0,2.6127,0,0,3.9225,1,47,68,1,3
T0005741962,23.58,0,10.0,2.79805,1,3,4.4225,2,50,80,1,3
T0005741966,29.59,3,6.0,2.66802,0,1,1.40625,2,47,66,1,3
T0005741967,26.74,1,2.0,2.52866,0,0,3.72875,0,47,69,1,3
T0005741969,61.73,1,10.0,2.76538,2,0,1.1524999999999999,2,55,83,0,3
T0005741970,23.58,2,2.0,2.79805,1,3,3.39,2,48,76,1,2
T0005741972,25.86,3,10.0,2.4974,1,5,3.87625,1,47,66,1,2
T0005741973,61.73,3,2.0,2.6858,1,0,2.185,0,48,74,1,1
T0005741974,61.73,4,2.0,3.05347,1,0,2.47375,1,48,76,1,3
T0005741975,31.51,1,4.0,2.78125,0,0,4.245,0,51,66,1,2
T0005741979,53.32,3,9.0,3.2501087500000008,1,0,4.1375,2,51,77,1,3
T0005741980,55.96,2,5.0,2.79805,1,1,3.66875,1,55,83,1,3
T0005741982,23.58,4,2.0,2.70316,0,1,2.4925,1,55,78,1,1
T0005741983,28.32,2,10.0,2.70291,1,0,3.905,2,48,66,0,2
T0005741987,34.19,0,2.0,3.2501087500000008,1,6,4.5825,1,51,76,1,1
T0005741988,23.58,0,10.0,3.11282,0,2,2.9225,0,53,83,1,1
T0005741990,60.1,2,4.0,2.78388,2,0,4.1625,2,47,71,0,2
T0005741991,37.73,2,2.0,2.55056,2,0,2.97375,2,49,67,0,2
T0005741993,23.58,2,2.0,2.52406,0,1,3.7475,0,52,71,1,3
T0005741994,35.92,2,7.0,2.68846,2,3,4.1525,1,48,83,1,3
T0005741996,23.58,1,5.0,3.14638,0,0,3.14375,1,53,79,1,3
T0005741997,35.26,2,7.0,2.83404,1,0,2.94875,0,47,71,1,3
T0005742001,36.8,3,4.0,2.80665,2,0,3.54125,0,47,66,0,3
T0005742004,23.58,1,3.0,2.48071,2,0,2.83,1,53,68,1,2
T0005742005,61.73,1,10.0,2.79805,1,0,3.835,0,48,66,1,2
T0005742008,36.29,0,6.0,2.95605,0,3,4.22125,2,47,76,1,2
T0005742010,61.73,1,7.0,2.95052,2,1,2.465,2,55,83,0,2
T0005742012,29.58,0,9.0,2.72816,0,1,3.5725,0,50,77,1,1
T0005742013,23.58,1,10.0,2.84876,0,2,4.3875,0,50,66,1,2
T0005742016,61.73,2,10.0,2.86951,2,1,3.15875,0,50,71,1,2
T0005742019,35.9,2,2.0,2.5949,2,0,3.2075,0,50,83,0,2
T0005742021,23.58,1,6.0,2.40586,1,0,1.80375,0,49,74,0,2
T0005742024,55.1,3,10.0,2.60877,1,0,1.4225,0,48,75,1,3
T0005742025,53.04,4,10.0,2.72842,0,0,1.4075,2,52,80,1,3
T0005742026,23.58,0,2.0,2.80608,0,3,2.87875,0,48,66,0,1
T0005742027,25.21,3,2.0,2.9039,0,5,4.12125,2,47,67,0,3
T0005742029,61.73,4,6.0,2.80535,2,0,2.54375,0,49,66,1,3
T0005742031,55.39,0,3.0,2.79805,1,0,4.4325,1,51,75,1,1
T0005742032,23.58,0,2.0,2.81733,0,3,3.29875,0,51,79,1,1
T0005742034,61.73,3,3.0,2.78847,1,1,1.1524999999999999,2,52,83,1,3
T0005742036,29.39,1,2.0,2.93374,0,0,4.5825,1,47,74,1,2
T0005742037,36.75,2,10.0,2.83261,0,0,1.42625,0,51,82,1,3
T0005742038,32.1,3,8.0,2.9994,1,0,1.5075,2,49,83,1,3
T0005742040,61.25,1,2.0,3.15825,2,0,3.9575,0,53,80,1,2
T0005742041,40.18,2,10.0,2.96347,1,0,2.805,0,47,71,1,3
T0005742042,50.75,2,10.0,2.75465,2,1,2.255,1,55,83,0,2
T0005742043,23.58,2,9.0,2.79805,1,0,2.98625,0,48,66,0,3
T0005742044,61.73,2,9.0,2.93431,2,1,2.03375,1,49,72,0,3
T0005742045,30.44,1,9.0,2.72179,0,0,4.055,0,47,66,0,2
T0005742046,48.32,3,2.0,2.99036,1,0,2.35,0,48,82,1,1
T0005742048,61.73,1,3.0,3.2501087500000008,1,5,4.22,2,52,70,0,2
T0005742049,23.58,3,3.0,2.4249,0,5,4.25875,1,47,66,0,2
T0005742050,23.58,1,2.0,2.350658749999999,0,0,2.74125,1,53,67,1,2
T0005742051,61.73,0,6.0,3.07905,1,0,3.165,1,55,83,1,3
T0005742053,61.73,2,4.0,2.70689,1,0,1.67625,1,55,72,1,3
T0005742055,61.73,2,10.0,2.79805,1,0,1.8625,1,55,83,0,3
T0005742057,55.74,2,10.0,2.70985,2,0,3.66375,1,52,83,1,2
T0005742058,30.94,1,3.0,2.57448,1,0,2.86,2,51,67,1,3
T0005742060,61.73,1,2.0,2.84618,2,0,2.7225,1,52,79,1,2
T0005742062,61.73,1,2.0,2.98657,2,0,3.97875,0,51,83,1,1
T0005742064,31.24,1,2.0,2.59947,2,0,2.43375,2,48,69,1,2
T0005742068,56.51,1,10.0,2.90429,0,0,3.30875,0,54,72,0,2
T0005742070,23.58,2,6.0,2.79805,1,0,2.03375,0,47,66,0,2
T0005742073,32.31,2,10.0,2.69345,0,1,1.76875,1,52,68,0,2
T0005742075,23.58,0,10.0,2.73702,1,1,2.04125,0,50,69,1,1
T0005742076,23.58,1,10.0,2.79805,1,0,2.92,1,53,76,0,2
T0005742077,61.73,1,3.0,2.79805,1,0,3.85125,0,54,81,0,2
T0005742079,23.58,3,10.0,2.79805,1,0,1.2625,0,49,69,0,3
T0005742084,45.75,2,4.0,2.79805,1,0,2.395,2,52,83,1,1
T0005742085,61.73,0,10.0,2.81432,2,0,2.06,0,55,74,0,3
T0005742086,23.58,3,6.0,2.350658749999999,1,1,1.50125,0,51,66,1,3
T0005742087,36.78,2,10.0,2.74669,0,0,1.34,1,55,83,0,3
T0005742091,31.72,2,2.0,2.57598,1,5,2.5475,0,49,68,1,2
T0005742092,45.62,3,10.0,2.79805,1,2,4.175,1,47,79,1,3
T0005742095,47.92,1,2.0,2.79805,1,0,2.2775,1,55,83,0,2
T0005742096,49.74,2,10.0,2.81363,1,1,2.79875,0,47,68,1,3
T0005742097,60.28,2,6.0,3.01989,2,0,2.295,0,50,73,1,2
T0005742098,61.73,1,10.0,2.79805,1,0,2.73125,0,55,83,1,2
T0005742099,61.73,0,10.0,2.78074,2,0,2.73875,0,49,68,1,3
T0005742100,27.87,3,2.0,2.62968,2,0,1.9925,0,55,83,1,3
T0005742101,61.73,1,5.0,3.20322,2,1,3.7375,1,51,82,1,1
T0005742102,61.73,0,10.0,3.24537,1,3,3.2125,0,49,83,1,1
T0005742103,56.08,4,10.0,2.85426,0,0,3.395,2,47,70,1,2
T0005742104,61.73,1,3.0,2.70388,1,1,1.98125,0,50,66,1,3
T0005742105,61.73,1,6.0,2.79805,1,0,1.79875,0,53,83,1,2
T0005742106,23.58,2,2.0,2.38446,1,0,1.3875,2,47,70,1,2
T0005742107,23.58,4,5.0,2.43024,2,4,2.16875,1,47,66,0,3
T0005742110,35.9,3,2.0,2.64677,2,0,2.31,2,53,73,1,3
T0005742111,34.84,4,2.0,2.5475,1,1,1.8875,1,47,72,1,3
T0005742112,61.73,2,10.0,3.10894,2,0,3.1225,0,53,83,1,2
T0005742113,23.58,2,5.0,3.09185,2,3,2.8225,0,47,83,0,2
T0005742115,23.58,2,10.0,2.46241,0,0,2.925,1,47,66,1,2
T0005742116,42.41,1,10.0,2.70441,1,0,4.05125,1,55,83,1,2
T0005742119,37.29,2,3.0,2.94118,0,0,3.0625,2,52,74,0,2
T0005742120,57.57,1,10.0,2.78538,0,0,4.00125,0,47,66,1,2
T0005742122,61.73,1,2.0,2.95703,2,1,3.33625,0,47,66,1,1
T0005742123,23.58,1,2.0,2.41896,0,8,2.5225,1,47,72,0,1
T0005742124,23.58,3,6.0,2.64645,0,2,1.1524999999999999,0,47,66,1,2
T0005742125,61.73,3,10.0,2.80837,1,0,1.1524999999999999,2,55,80,0,3
T0005742127,61.73,4,2.0,3.07872,1,0,3.7275,2,49,83,0,3
T0005742128,61.73,0,3.0,3.06394,2,0,3.48125,1,48,83,0,1
T0005742129,61.73,3,7.0,3.00404,1,0,2.62125,2,47,68,0,3
T0005742131,61.73,0,2.0,2.99141,2,0,2.76125,0,55,83,1,1
T0005742132,61.73,3,10.0,2.8831,2,0,1.3,1,51,71,0,3
T0005742135,61.73,3,2.0,2.79509,1,1,1.245,2,55,83,0,3
T0005742136,23.58,0,10.0,2.79487,0,2,2.35125,1,51,66,1,1
T0005742138,23.58,1,9.0,2.69336,1,2,4.1175,0,50,66,1,2
T0005742139,46.39,1,10.0,2.79805,1,0,3.06125,2,54,75,0,2
T0005742140,23.58,2,6.0,2.79805,1,0,1.90375,2,47,66,1,2
T0005742141,23.58,1,2.0,2.91427,1,0,2.8775,1,55,73,1,2
T0005742142,61.73,2,10.0,3.04986,0,0,1.7525,0,55,83,0,2
T0005742143,61.35,2,9.0,3.0776,1,0,2.775,1,53,83,1,3
T0005742144,23.58,1,5.0,2.57408,0,1,2.83375,0,55,77,1,2
T0005742147,23.58,1,2.0,2.47154,1,0,2.68,0,55,83,0,2
T0005742150,50.47,1,6.0,2.67313,1,0,2.45875,1,55,83,1,2
T0005742153,30.17,1,6.0,2.36618,1,0,2.58125,0,50,67,0,3
T0005742154,23.58,3,2.0,2.54911,2,0,2.21375,1,55,76,0,3
T0005742155,23.58,3,2.0,2.60966,2,6,1.1524999999999999,1,47,66,1,2
T0005742158,61.73,1,2.0,2.87686,1,0,3.2475,1,48,66,1,3
T0005742159,23.58,0,4.0,2.64507,1,0,1.81375,0,47,66,1,2
T0005742160,30.15,4,4.0,2.61181,1,1,1.1524999999999999,0,51,73,1,3
T0005742161,25.71,2,2.0,2.61111,2,0,1.37875,0,55,83,0,2
T0005742163,50.48,0,4.0,2.79805,1,2,3.3425,0,50,76,1,1
T0005742164,25.66,0,5.0,2.6085,1,0,3.30875,0,47,66,1,1
T0005742166,23.58,1,3.0,2.81556,2,7,2.745,0,55,79,1,2
T0005742168,61.73,4,7.0,2.85049,1,1,2.48,1,47,69,1,3
T0005742170,36.36,2,9.0,2.53677,0,0,1.825,0,49,68,1,3
T0005742172,60.66,2,2.0,2.87189,0,0,2.53625,2,50,79,1,2
T0005742174,61.73,2,3.0,3.03849,2,1,3.2325,1,55,83,1,1
T0005742175,61.73,2,7.0,3.16954,1,0,2.1475,2,52,81,1,3
T0005742176,30.03,1,6.0,2.99842,1,0,4.55125,1,53,68,1,2
T0005742177,54.35,2,10.0,2.79805,1,3,1.85375,1,55,83,1,2
T0005742178,23.58,1,3.0,2.79805,1,0,4.14,0,47,66,0,2
T0005742179,23.58,1,10.0,2.69177,1,1,3.23875,0,48,76,0,1
T0005742181,61.73,1,2.0,3.20533,0,1,1.915,2,55,83,0,3
T0005742182,47.45,2,6.0,2.60082,1,3,1.5125,1,55,83,1,2
T0005742184,44.74,1,10.0,2.69035,0,0,1.73875,0,49,74,1,2
T0005742185,23.65,1,10.0,2.79805,1,0,2.92625,0,47,79,1,2
T0005742186,37.56,2,3.0,2.70118,0,1,3.0675,0,50,73,1,3
T0005742187,36.47,0,10.0,2.77522,0,0,4.025,2,47,66,1,1
T0005742188,23.58,1,2.0,2.83067,0,0,2.16125,2,52,83,1,2
T0005742189,27.73,1,10.0,2.81835,1,1,3.685,1,49,66,0,2
T0005742192,23.58,2,7.0,2.70849,0,2,3.4325,0,48,66,1,3
T0005742194,54.77,0,10.0,2.89996,1,0,3.18625,0,48,71,1,1
T0005742195,23.58,1,3.0,2.81568,1,1,3.1525,0,49,66,1,2
T0005742196,61.73,0,2.0,2.89931,2,0,2.625,0,55,83,1,1
T0005742199,29.67,1,10.0,2.72198,2,0,1.8475,0,49,67,0,3
T0005742201,61.73,1,2.0,2.91062,1,0,2.80625,2,51,83,1,3
T0005742203,61.73,1,5.0,2.79805,1,0,3.04625,0,48,78,1,2
T0005742205,46.89,1,5.0,2.86948,0,0,2.43375,0,53,82,1,2
T0005742207,36.93,3,10.0,3.09927,0,3,2.6025,0,53,83,1,3
T0005742211,57.16,1,4.0,2.79805,1,0,1.4775,2,55,83,0,3
T0005742213,61.73,1,2.0,2.79043,1,0,2.25125,2,55,81,1,3
T0005742215,23.58,1,10.0,2.6237,1,0,1.45,2,55,83,1,2
T0005742216,55.62,4,8.0,2.78209,2,2,3.35875,1,52,66,1,3
T0005742217,32.28,1,6.0,2.64876,1,11,2.89625,0,48,66,1,3
T0005742219,61.73,2,10.0,2.79805,1,0,2.68,0,50,76,1,2
T0005742221,43.71,1,9.0,2.79805,1,0,4.42,0,49,70,1,2
T0005742222,59.01,2,10.0,3.14291,1,0,1.1524999999999999,1,55,83,1,2
T0005742223,23.61,4,2.0,2.74614,0,8,2.36375,1,55,68,0,3
T0005742225,23.58,2,8.0,2.350658749999999,0,1,2.9225,1,54,66,0,3
T0005742228,61.73,4,10.0,2.79805,1,0,1.7075,2,55,83,1,3
T0005742231,24.1,0,2.0,2.81556,2,5,4.5825,0,48,70,0,1
T0005742234,45.63,2,2.0,2.78534,1,0,3.06875,1,52,70,1,3
T0005742235,31.02,1,6.0,2.98775,0,0,2.675,2,55,83,0,3
T0005742236,61.73,2,6.0,2.79805,1,0,2.13375,0,53,83,1,1
T0005742238,61.73,2,10.0,3.16281,2,0,3.035,0,54,83,1,2
T0005742242,31.49,1,2.0,2.89732,0,4,3.75625,0,55,72,1,3
T0005742244,49.8,2,3.0,3.22276,1,11,3.1675,1,54,80,1,2
T0005742247,23.58,2,5.0,2.47365,0,0,4.4775,2,47,66,1,2
T0005742250,30.66,2,10.0,3.02181,2,1,3.82875,2,55,83,0,2
T0005742251,61.73,0,10.0,3.061,1,0,1.1524999999999999,0,55,83,1,1
T0005742253,25.23,3,5.0,2.88749,0,4,4.4325,0,47,71,1,2
T0005742257,61.73,4,10.0,2.94937,1,0,2.65125,1,52,78,1,3
T0005742260,23.58,0,6.0,2.47422,2,1,3.685,1,54,72,0,1
T0005742262,45.83,3,2.0,2.65269,2,0,2.85,1,47,67,1,2
T0005742263,61.73,0,10.0,3.14411,1,0,2.45375,2,55,77,1,3
T0005742264,47.13,1,10.0,2.77536,0,0,3.6225,1,47,73,1,2
T0005742265,61.73,1,3.0,2.96696,1,0,3.35125,2,49,66,1,3
T0005742267,23.58,1,10.0,2.79805,1,0,3.6875,0,55,83,0,2
T0005742269,25.2,0,4.0,2.77727,0,3,4.0375,0,51,72,0,3
T0005742274,23.58,1,2.0,2.3963,2,1,4.33125,0,51,66,1,2
T0005742276,51.31,4,10.0,2.88008,2,3,2.05375,1,53,67,1,3
T0005742277,31.0,1,6.0,2.73613,0,1,2.18375,0,55,79,0,2
T0005742279,23.58,1,10.0,2.81829,0,9,3.31125,1,51,83,1,3
T0005742280,50.29,1,2.0,2.9297,1,0,1.1524999999999999,1,52,76,1,3
T0005742281,42.93,2,7.0,2.57693,1,0,1.51375,0,55,75,1,2
T0005742282,61.73,1,10.0,2.79805,1,0,2.835,1,48,74,1,2
T0005742287,23.58,3,10.0,2.79805,1,0,3.6775,0,47,70,0,3
T0005742288,30.23,1,10.0,2.84433,0,1,3.83375,0,51,72,0,2
T0005742290,23.58,4,5.0,2.60915,0,0,2.56375,1,47,66,1,3
T0005742292,31.07,1,5.0,2.61253,2,0,2.19,0,50,67,1,2
T0005742293,45.2,1,10.0,2.75195,2,1,1.1524999999999999,2,53,76,0,2
T0005742294,24.76,1,10.0,2.79805,1,0,3.35875,1,47,66,1,2
T0005742295,47.95,0,10.0,3.20253,2,0,3.52375,0,55,83,1,1
T0005742297,23.58,1,4.0,2.79805,1,1,3.01625,0,47,66,0,3
T0005742298,47.99,4,6.0,2.79805,1,0,2.87625,2,47,66,1,3
T0005742299,61.73,4,10.0,3.04356,2,0,1.465,1,55,83,0,3
T0005742301,23.58,2,2.0,2.68357,0,0,4.5825,0,52,77,1,2
T0005742303,61.73,3,2.0,3.2501087500000008,1,0,2.8375,1,55,83,1,3
T0005742305,61.06,4,5.0,2.73325,2,0,1.43375,0,55,83,1,3
T0005742306,31.54,0,4.0,2.79805,1,4,2.6125,0,55,83,1,1
T0005742308,23.58,1,10.0,2.93303,0,6,4.18875,0,52,75,1,1
T0005742309,56.02,3,10.0,2.74486,1,0,3.0475,0,52,83,0,3
T0005742310,23.58,1,6.0,2.350658749999999,1,1,2.4125,2,48,66,1,3
T0005742311,61.73,2,7.0,3.2501087500000008,2,0,2.8525,0,47,66,1,3
T0005742313,42.53,1,10.0,2.74687,2,2,2.81,0,48,72,1,3
T0005742314,41.89,4,10.0,2.88849,2,0,3.61625,1,55,76,0,3
T0005742315,45.8,1,10.0,2.93074,0,0,3.20125,1,51,71,0,2
T0005742317,23.58,3,5.0,2.40453,2,0,2.8875,1,49,66,1,3
T0005742318,23.58,2,6.0,2.45515,1,0,3.90625,0,49,83,1,2
T0005742319,29.69,0,2.0,2.79805,1,0,3.47375,0,48,68,1,1
T0005742322,60.24,0,7.0,2.78112,2,0,3.6125,1,49,70,0,1
T0005742323,36.83,2,2.0,2.66247,0,1,4.5825,2,47,66,1,2
T0005742327,38.91,1,3.0,3.2501087500000008,2,0,4.39625,2,51,66,0,3
T0005742328,48.59,1,10.0,2.79805,1,1,3.46375,0,50,82,1,1
T0005742329,61.73,0,10.0,2.80804,1,0,3.80875,2,55,71,1,3
T0005742332,58.59,2,10.0,2.79805,1,0,2.4375,0,47,79,1,3
T0005742338,23.58,1,3.0,2.84127,0,0,2.1375,2,51,82,1,1
T0005742339,57.07,2,2.0,2.99012,2,0,3.82125,2,47,73,1,2
T0005742341,26.08,1,4.0,2.60458,1,0,2.96375,1,52,80,1,1
T0005742343,23.58,1,9.0,2.79805,1,0,1.1524999999999999,0,54,72,1,1
T0005742344,61.73,2,10.0,3.07166,1,0,3.38375,0,53,83,1,2
T0005742345,31.12,2,10.0,2.86867,1,0,1.66875,2,55,83,0,2
T0005742346,60.57,1,2.0,2.8489,1,0,3.185,1,49,75,0,2
T0005742348,60.24,1,5.0,2.90938,1,0,4.5825,0,47,69,0,2
T0005742349,23.58,0,2.0,2.93137,2,1,4.08,1,48,66,1,2
T0005742350,61.73,1,2.0,3.18592,1,2,3.7425,1,50,77,0,2
T0005742351,55.8,1,8.0,3.09739,0,0,3.715,0,53,83,0,2
T0005742352,60.7,3,10.0,2.79805,1,1,3.425,0,47,66,0,1
T0005742353,23.58,2,8.0,2.79805,1,0,1.87375,2,51,80,0,3
T0005742355,37.66,0,10.0,2.79805,1,0,3.24375,2,49,74,1,1
T0005742356,36.9,2,2.0,2.65136,0,0,3.24375,1,49,66,1,2
T0005742357,58.34,3,2.0,2.77762,2,0,4.2125,0,48,66,1,3
T0005742359,61.73,1,7.0,2.95217,2,0,2.77875,1,54,83,1,2
T0005742361,31.0,1,6.0,2.79805,1,0,1.1524999999999999,2,54,83,1,2
T0005742362,49.11,2,2.0,3.09746,1,2,3.15125,2,49,66,0,3
T0005742363,46.59,2,2.0,2.81294,0,0,2.1575,1,53,73,1,2
T0005742365,40.6,0,2.0,2.72149,0,1,3.56875,0,47,66,1,1
T0005742366,28.06,0,10.0,2.79805,1,0,2.91875,1,49,67,1,1
T0005742368,31.04,3,10.0,2.79259,2,2,2.35,2,51,83,1,3
T0005742371,61.73,0,10.0,3.2501087500000008,2,10,3.27,0,52,83,1,3
T0005742374,61.73,2,3.0,3.00848,1,1,1.1524999999999999,0,55,83,1,3
T0005742377,61.73,0,2.0,3.03514,1,0,3.14875,1,51,81,1,1
T0005742378,61.73,0,10.0,2.79805,1,1,3.41625,1,47,72,0,3
T0005742379,45.78,3,6.0,2.71538,1,0,3.40625,0,53,83,1,3
T0005742381,23.58,0,7.0,2.92346,0,6,4.44875,1,47,66,1,1
T0005742382,29.49,3,6.0,2.79879,1,0,2.80375,1,52,67,0,3
T0005742383,23.9,2,6.0,2.65138,0,0,3.78375,2,48,77,1,2
T0005742384,23.58,2,3.0,2.55962,1,1,3.7875,0,55,74,0,2
T0005742385,61.42,2,2.0,2.79805,1,0,2.4975,0,50,66,1,3
T0005742386,38.3,3,10.0,2.98207,1,0,3.95625,2,53,83,1,3
T0005742388,61.73,0,7.0,2.81361,1,0,4.125,1,47,67,1,1
T0005742389,32.1,0,10.0,2.95609,2,3,2.94125,0,48,66,1,1
T0005742391,48.09,0,10.0,2.61906,2,1,2.6175,0,55,71,1,3
T0005742393,49.0,1,10.0,2.69767,1,1,3.47875,1,53,78,1,1
T0005742394,42.47,0,10.0,3.01541,0,0,2.24375,2,55,83,1,1
T0005742395,61.73,1,10.0,3.06009,2,0,3.2275,0,55,83,0,2
T0005742398,37.43,0,4.0,2.73788,0,0,2.6575,0,54,74,0,1
T0005742399,61.73,2,2.0,2.70145,1,1,2.86625,0,55,82,1,2
T0005742401,32.54,3,10.0,2.59804,0,0,4.5825,2,48,80,1,3
T0005742402,61.73,0,10.0,2.99815,2,1,2.60125,0,53,83,1,1
T0005742403,61.73,4,10.0,2.87023,2,0,2.72375,2,48,66,1,3
T0005742404,56.29,1,10.0,2.85234,0,0,1.6275,0,48,68,0,2
T0005742407,23.58,2,6.0,2.59719,0,0,1.95875,2,48,66,1,3
T0005742408,61.73,2,2.0,2.79805,1,0,2.42125,0,48,66,1,2
